ID	Label
D1-02914	AI
D1-02916	AI
D1-02919	AI
D1-02925	AI
D1-02926	Human
D1-02927	AI
D1-02933	AI
D1-02935	AI
D1-02941	AI
D1-02953	AI
D1-02958	AI
D1-02961	AI
D1-02971	AI
D1-02978	AI
D1-03003	AI
D1-03011	AI
D1-03022	AI
D1-03025	AI
D1-03035	AI
D1-03046	AI
D1-03051	AI
D1-03059	AI
D1-03063	AI
D1-03064	AI
D1-03065	AI
D1-03066	AI
D1-03075	AI
D1-03076	AI
D1-03077	AI
D1-03078	AI
D1-03081	Human
D1-03092	AI
D1-03099	AI
D1-03134	AI
D1-03146	AI
D1-03159	AI
D1-03165	AI
D1-03170	Human
D1-03186	AI
D1-03190	Human
D1-03195	AI
D1-03197	AI
D1-03212	AI
D1-03218	AI
D1-03246	AI
D1-03247	AI
D1-03255	AI
D1-03257	AI
D1-03306	AI
D1-03307	Human
D1-03308	AI
D1-03309	AI
D1-03312	AI
D1-03324	AI
D1-03327	AI
D1-03333	AI
D1-03347	AI
D1-03350	AI
D1-03362	AI
D1-03380	AI
D1-03382	AI
D1-03401	AI
D1-03403	AI
D1-03404	Human
D1-03405	AI
D1-03411	AI
D1-03415	AI
D1-03426	AI
D1-03448	AI
D1-03455	AI
D1-03472	AI
D1-03478	AI
D1-03481	AI
D1-03483	AI
D1-03484	AI
D1-03488	AI
D1-03498	AI
D1-03514	AI
D1-03526	AI
D1-03528	AI
D1-03535	AI
D1-03536	AI
D1-03539	Human
D1-03542	AI
D1-03546	AI
D1-03560	AI
D1-03561	AI
D1-03572	AI
D1-03579	AI
D1-03584	Human
D1-03590	AI
D1-03600	AI
D1-03606	AI
D1-03607	AI
D1-03615	AI
D1-03635	AI
D1-03648	AI
D1-03654	AI
D1-03659	AI
D1-03660	AI
D1-03662	Human
D1-03668	AI
D1-03675	AI
D1-03683	Human
D1-03699	AI
D1-03704	AI
D1-03709	Human
D1-03711	AI
D1-03743	AI
D1-03752	AI
D1-03754	Human
D1-03759	AI
D1-03766	AI
D1-03768	AI
D1-03781	AI
D1-03786	AI
D1-03790	AI
D1-03801	AI
D1-03807	AI
D1-03820	AI
D1-03823	AI
D1-03835	AI
D1-03842	AI
D1-03843	AI
D1-03863	AI
D1-03873	Human
D1-03876	AI
D1-03880	AI
D1-03881	AI
D1-03886	AI
D1-03887	AI
D1-03888	AI
D1-03899	AI
D1-03909	AI
D1-03911	AI
D1-03913	AI
D1-03916	AI
D1-03923	AI
D1-03933	AI
D1-03936	AI
D1-03956	Human
D1-03957	AI
D1-03967	AI
D1-03972	AI
D1-03980	AI
D1-03981	AI
D1-03983	AI
D1-03990	AI
D1-03997	Human
D1-04002	AI
D1-04014	Human
D1-04040	AI
D1-04051	AI
D1-04060	AI
D1-04075	AI
D1-04076	AI
D1-04077	AI
D1-04078	AI
D1-04094	AI
D1-04101	AI
D1-04104	AI
D1-04105	AI
D1-04114	AI
D1-04127	AI
D1-04129	AI
D1-04145	AI
D1-04160	AI
D1-04161	AI
D1-04162	AI
D1-04163	AI
D1-04195	AI
D1-04197	AI
D1-04206	AI
D1-04211	Human
D1-04214	Human
D1-04216	AI
D1-04223	AI
D1-04232	AI
D1-04234	AI
D1-04252	AI
D1-04263	Human
D1-04267	AI
D1-04281	AI
D1-04288	AI
D1-04293	AI
D1-04296	AI
D1-04314	AI
D1-04319	AI
D1-04323	AI
D1-04327	Human
D1-04337	AI
D1-04354	AI
D1-04356	AI
D1-04369	AI
D1-04370	AI
D1-04371	AI
D1-04373	AI
D1-04383	AI
D1-04385	AI
D1-04394	AI
D1-04396	AI
D1-04399	AI
D1-04403	AI
D1-04411	AI
D1-04415	AI
D1-04425	AI
D1-04428	Human
D1-04447	AI
D1-04450	AI
D1-04451	AI
D1-04457	AI
D1-04458	AI
D1-04487	AI
D1-04520	AI
D1-04529	AI
D1-04533	AI
D1-04568	AI
D1-04596	AI
D1-04597	AI
D1-04601	AI
D1-04602	AI
D1-04620	Human
D1-04623	AI
D1-04626	AI
D1-04627	AI
D1-04629	AI
D1-04654	AI
D1-04662	AI
D1-04665	AI
D1-04678	AI
D1-04681	AI
D1-04693	AI
D1-04697	AI
D1-04698	AI
D1-04701	AI
D1-04711	AI
D1-04716	AI
D1-04718	AI
D1-04727	AI
D1-04739	AI
D1-04748	AI
D1-04751	AI
D1-04756	AI
D1-04762	AI
D1-04764	AI
D1-04782	AI
D1-04783	AI
D1-04788	AI
D1-04790	AI
D1-04794	AI
D1-04795	AI
D1-04801	AI
D1-04802	AI
D1-04825	AI
D1-04828	AI
D1-04830	Human
D1-04831	AI
D1-04837	AI
D1-04841	Human
D1-04846	AI
D1-04863	Human
D1-04865	AI
D1-04872	AI
D1-04878	AI
D1-04886	AI
D1-04887	AI
D1-04899	AI
D1-04904	AI
D1-04913	Human
D1-04914	Human
D1-04916	AI
D1-04920	AI
D1-04926	AI
D1-04928	AI
D1-04929	AI
D1-04948	AI
D1-04966	AI
D1-04976	AI
D1-04980	AI
D1-04983	AI
D1-04988	AI
D1-04992	Human
D1-04994	AI
D1-04997	AI
D1-04998	AI
D1-05004	AI
D1-05007	AI
D1-05038	AI
D1-05049	AI
D1-05051	AI
D1-05056	AI
D1-05071	AI
D1-05075	AI
D1-05076	AI
D1-05077	AI
D1-05091	AI
D1-05092	AI
D1-05108	AI
D1-05109	AI
D1-05112	AI
D1-05133	AI
D1-05139	AI
D1-05141	AI
D1-05152	Human
D1-05167	AI
D1-05181	AI
D1-05202	AI
D1-05247	AI
D1-05251	AI
D1-05264	AI
D1-05268	AI
D1-05272	AI
D1-05289	AI
D1-05305	AI
D1-05307	AI
D1-05330	AI
D1-05338	AI
D1-05341	AI
D1-05346	AI
D1-05350	AI
D1-05365	AI
D1-05373	AI
D1-05385	AI
D1-05386	Human
D1-05395	AI
D1-05404	AI
D1-05411	AI
D1-05426	AI
D1-05429	AI
D1-05436	Human
D1-05461	AI
D1-05473	AI
D1-05475	AI
D1-05485	AI
D1-05489	AI
D1-05502	AI
D1-05506	AI
D1-05511	AI
D1-05515	AI
D1-05521	AI
D1-05532	AI
D1-05533	AI
D1-05538	AI
D1-05545	AI
D1-05551	AI
D1-05552	AI
D1-05557	AI
D1-05595	AI
D1-05644	AI
D1-05674	AI
D1-05677	AI
D1-05687	AI
D1-05695	AI
D1-05718	AI
D1-05720	AI
D1-05745	AI
D1-05754	AI
D1-05764	AI
D1-05767	AI
D1-05800	AI
D1-05803	AI
D1-05829	Human
D1-05831	AI
D1-05837	AI
D1-05850	AI
D1-05851	AI
D1-05853	AI
D1-05859	AI
D1-05860	AI
D1-05863	AI
D1-05866	AI
D1-05891	AI
D1-05898	Human
D1-05900	Human
D1-05908	AI
D1-05915	AI
D1-05935	AI
D1-05940	Human
D1-05947	AI
D1-05949	AI
D1-05971	AI
D1-05980	AI
D1-05991	AI
D1-05994	AI
D1-06001	AI
D1-06006	AI
D1-06028	AI
D1-06041	AI
D1-06047	AI
D1-06048	Human
D1-06053	AI
D1-06056	AI
D1-06072	AI
D1-06083	AI
D1-06105	AI
D1-06110	AI
D1-06115	AI
D1-06119	AI
D1-06120	AI
D1-06125	AI
D1-06128	Human
D1-06139	AI
D1-06160	AI
D1-06174	AI
D1-06177	AI
D1-06184	AI
D1-06188	AI
D1-06211	AI
D1-06220	AI
D1-06222	AI
D1-06238	Human
D1-06244	AI
D1-06247	AI
D1-06256	AI
D1-06265	AI
D1-06267	AI
D1-06269	AI
D1-06271	AI
D1-06281	AI
D1-06297	AI
D1-06308	AI
D1-06334	AI
D1-06340	AI
D1-06342	Human
D1-06344	AI
D1-06345	AI
D1-06356	AI
D1-06383	Human
D1-06387	Human
D1-06396	AI
D1-06399	AI
D1-06418	AI
D1-06427	AI
D1-06429	AI
D1-06430	AI
D1-06445	AI
D1-06460	AI
D1-06468	AI
D1-06469	AI
D1-06486	AI
D1-06500	AI
D1-06506	AI
D1-06516	AI
D1-06522	AI
D1-06523	Human
D1-06534	AI
D1-06536	AI
D1-06543	AI
D1-06555	AI
D1-06562	AI
D1-06574	AI
D1-06578	Human
D1-06580	AI
D1-06583	AI
D1-06585	AI
D1-06588	AI
D1-06590	AI
D1-06606	AI
D1-06624	AI
D1-06627	AI
D1-06632	AI
D1-06634	AI
D1-06655	AI
D1-06663	AI
D1-06689	AI
D1-06692	Human
D1-06694	AI
D1-06702	AI
D1-06724	AI
D1-06734	AI
D1-06747	AI
D1-06752	AI
D1-06753	AI
D1-06755	AI
D1-06756	Human
D1-06763	Human
D1-06773	Human
D1-06774	AI
D1-06785	AI
D1-06787	AI
D1-06788	AI
D1-06790	AI
D1-06813	AI
D1-06823	AI
D1-06824	AI
D1-06826	AI
D1-06831	AI
D1-06846	AI
D1-06847	AI
D1-06858	AI
D1-06860	AI
D1-06871	AI
D1-06886	AI
D1-06904	AI
D1-06905	AI
D1-06908	Human
D1-06910	AI
D1-06919	AI
D1-06936	AI
D1-06941	AI
D1-06947	AI
D1-06956	AI
D1-06986	AI
D1-07000	AI
D1-07038	AI
D1-07039	AI
D1-07048	AI
D1-07061	AI
D1-07067	AI
D1-07073	Human
D1-07077	AI
D1-07090	Human
D1-07101	AI
D1-07109	AI
D1-07110	AI
D1-07111	AI
D1-07117	AI
D1-07132	AI
D1-07140	AI
D1-07152	AI
D1-07154	AI
D1-07161	AI
D1-07167	AI
D1-07203	AI
D1-07232	AI
D1-07239	AI
D1-07240	AI
D1-07241	AI
D1-07244	AI
D1-07248	AI
D1-07266	AI
D1-07274	AI
D1-07278	AI
D1-07282	Human
D1-07292	Human
D1-07297	AI
D1-07316	AI
D1-07327	AI
D1-07338	AI
D1-07343	AI
D1-07360	AI
D1-07362	AI
D1-07366	AI
D1-07368	Human
D1-07391	AI
D1-07400	AI
D1-07402	AI
D1-07403	AI
D1-07414	AI
D1-07418	AI
D1-07419	AI
D1-07423	AI
D1-07435	AI
D1-07443	AI
D1-07450	AI
D1-07451	AI
D1-07459	AI
D1-07465	AI
D1-07470	AI
D1-07479	AI
D1-07488	AI
D1-07498	AI
D1-07501	AI
D1-07504	Human
D1-07521	AI
D1-07522	AI
D1-07539	AI
D1-07545	AI
D1-07558	AI
D1-07561	AI
D1-07566	AI
D1-07570	AI
D1-07571	AI
D1-07576	AI
D1-07580	AI
D1-07593	AI
D1-07595	AI
D1-07599	AI
D1-07613	AI
D1-07619	AI
D1-07620	AI
D1-07643	AI
D1-07653	AI
D1-07655	AI
D1-07659	AI
D1-07665	AI
D1-07670	AI
D1-07671	AI
D1-07681	AI
D1-07682	AI
D1-07683	AI
D1-07685	AI
D1-07687	AI
D1-07688	AI
D1-07692	AI
D1-07701	AI
D1-07721	AI
D1-07728	AI
D1-07730	AI
D1-07732	AI
D1-07740	AI
D1-07753	AI
D1-07774	AI
D1-07780	AI
D1-07782	AI
D1-07786	AI
D1-07790	AI
D1-07791	AI
D1-07794	AI
D1-07798	AI
D1-07805	AI
D1-07806	Human
D1-07809	AI
D1-07819	AI
D1-07822	AI
D1-07825	AI
D1-07836	AI
D1-07845	Human
D1-07847	Human
D1-07864	AI
D1-07869	AI
D1-07881	AI
D1-07883	AI
D1-07908	AI
D1-07915	AI
D1-07936	AI
D1-07945	AI
D1-07947	AI
D1-07952	AI
D1-07956	AI
D1-07984	AI
D1-07986	Human
W-26	Human
W-42	Human
W-51	Human
W-59	Human
W-64	Human
W-66	Human
W-69	Human
W-70	Human
W-72	Human
W-77	Human
W-80	Human
W-86	Human
W-91	Human
W-94	AI
W-96	Human
W-120	Human
W-123	Human
W-133	AI
W-140	Human
W-143	Human
W-144	Human
W-150	Human
W-173	Human
W-179	Human
W-184	Human
W-186	Human
W-189	Human
W-193	Human
W-195	Human
W-199	Human
W-212	AI
W-221	Human
W-222	Human
W-228	Human
W-235	Human
W-241	Human
W-248	Human
W-275	Human
W-277	Human
W-287	Human
W-292	Human
W-299	Human
W-304	Human
W-309	Human
W-320	Human
W-329	Human
W-331	AI
W-340	Human
W-350	Human
W-354	Human
W-357	AI
W-368	Human
W-380	Human
W-397	Human
W-416	Human
W-427	Human
W-491	Human
W-494	Human
W-512	Human
W-535	Human
W-544	Human
W-552	Human
W-566	Human
W-569	Human
W-571	Human
W-577	Human
W-580	Human
W-617	Human
W-618	Human
W-625	Human
W-626	Human
W-641	Human
W-648	Human
W-654	Human
W-658	Human
W-665	Human
W-669	Human
W-671	Human
W-694	Human
W-701	Human
W-711	Human
W-722	Human
W-733	Human
W-760	Human
W-762	Human
W-764	Human
W-795	Human
W-801	Human
W-802	Human
W-809	Human
W-812	Human
W-817	Human
W-839	Human
W-858	Human
W-860	Human
W-868	Human
W-883	Human
W-906	Human
W-909	Human
W-914	Human
W-943	Human
W-960	Human
W-969	AI
W-971	Human
W-981	Human
W-993	Human
W-1025	AI
W-1034	Human
W-1046	Human
W-1055	Human
W-1070	Human
W-1075	Human
W-1094	Human
W-1098	Human
W-1101	Human
W-1106	Human
W-1107	Human
W-1119	Human
W-1123	AI
W-1128	Human
W-1148	Human
W-1155	Human
W-1165	Human
W-1176	Human
W-1183	Human
W-1185	Human
W-1188	Human
W-1191	Human
W-1214	Human
W-1230	Human
W-1235	Human
W-1237	Human
W-1253	Human
W-1257	Human
W-1274	Human
W-1279	Human
W-1289	Human
W-1291	Human
W-1297	Human
W-1319	Human
W-1339	Human
W-1346	Human
W-1347	Human
W-1353	Human
W-1365	Human
W-1366	Human
W-1377	Human
W-1378	Human
W-1400	Human
W-1413	Human
W-1415	Human
W-1417	Human
W-1422	Human
W-1423	Human
W-1427	Human
W-1433	AI
W-1436	Human
W-1441	Human
W-1448	Human
W-1455	Human
W-1468	Human
W-1473	Human
W-1490	Human
W-1504	Human
W-1510	Human
W-1517	Human
W-1519	Human
W-1536	Human
W-1537	Human
W-1557	Human
W-1583	Human
W-1585	Human
W-1596	Human
W-1609	Human
W-1655	Human
W-1663	Human
W-1674	Human
W-1689	Human
W-1693	Human
W-1696	Human
W-1704	Human
W-1705	Human
W-1715	Human
W-1722	Human
W-1733	Human
W-1742	Human
W-1774	Human
W-1775	Human
W-1788	Human
W-1796	Human
W-1810	Human
W-1813	Human
W-1822	Human
W-1836	Human
W-1849	Human
W-1854	Human
W-1881	Human
W-1882	Human
W-1883	Human
W-1896	Human
W-1898	Human
W-1899	Human
W-1907	Human
W-1908	Human
W-1910	Human
W-1921	Human
W-1924	Human
W-1927	Human
W-1928	Human
W-1939	Human
W-1940	Human
W-1946	Human
W-1953	Human
W-1959	Human
W-1961	Human
W-1971	Human
W-1977	Human
W-1984	Human
W-2007	Human
W-2010	Human
W-2011	AI
W-2025	Human
W-2027	Human
W-2036	Human
W-2050	Human
W-2062	Human
W-2064	Human
W-2083	Human
W-2091	Human
W-2092	Human
W-2093	Human
W-2112	Human
W-2119	Human
W-2150	Human
W-2158	Human
W-2162	Human
W-2168	Human
W-2172	Human
W-2175	Human
W-2186	Human
W-2189	Human
W-2202	Human
W-2207	Human
W-2226	AI
W-2233	Human
W-2236	Human
W-2250	Human
W-2255	Human
W-2263	Human
W-2268	Human
W-2273	Human
W-2276	Human
W-2280	Human
W-2285	Human
W-2296	Human
W-2307	Human
W-2316	Human
W-2323	Human
W-2344	Human
W-2347	Human
W-2353	Human
W-2362	Human
W-2369	Human
W-2371	Human
W-2377	Human
W-2378	Human
W-2393	Human
W-2394	Human
W-2412	Human
W-2423	Human
W-2437	Human
W-2451	Human
W-2461	Human
W-2469	Human
W-2475	Human
W-2482	Human
W-2489	Human
W-2503	Human
W-2515	Human
W-2527	Human
W-2536	Human
W-2538	AI
W-2540	Human
W-2547	Human
W-2553	Human
W-2557	Human
W-2571	Human
W-2576	Human
W-2591	Human
W-2608	Human
W-2610	Human
W-2621	Human
W-2623	Human
W-2624	Human
W-2627	Human
W-2645	Human
W-2646	Human
W-2652	Human
W-2657	Human
W-2661	Human
W-2668	Human
W-2669	Human
W-2673	Human
W-2676	Human
W-2681	Human
W-2683	Human
W-2685	Human
W-2689	Human
W-2692	Human
W-2695	Human
W-2705	Human
W-2723	Human
W-2727	Human
W-2734	Human
W-2746	Human
W-2751	Human
W-2758	Human
W-2765	Human
W-2782	Human
W-2784	Human
W-2786	Human
W-2795	Human
W-2802	AI
W-2811	Human
W-2813	Human
W-2818	Human
W-2824	Human
W-2826	Human
W-2851	Human
W-2852	Human
W-2857	AI
W-2861	Human
W-2870	Human
W-2871	Human
W-2885	Human
W-2887	Human
W-2888	Human
W-2896	Human
W-2900	Human
W-2906	Human
W-2916	Human
W-2928	Human
W-2961	Human
W-2992	Human
W-3007	Human
W-3016	Human
W-3027	Human
W-3030	Human
W-3038	Human
W-3041	Human
W-3045	Human
W-3049	Human
W-3065	Human
W-3081	AI
W-3097	Human
W-3101	Human
W-3104	Human
W-3107	Human
W-3132	Human
W-3133	Human
W-3154	Human
W-3170	Human
W-3182	Human
W-3187	Human
W-3190	Human
W-3201	Human
W-3208	Human
W-3233	Human
W-3252	Human
W-3258	Human
W-3263	Human
W-3266	Human
W-3278	Human
W-3296	Human
W-3303	Human
W-3311	Human
W-3312	Human
W-3318	Human
W-3319	Human
W-3320	Human
W-3325	Human
W-3329	Human
W-3339	Human
W-3340	Human
W-3352	Human
W-3361	Human
W-3368	Human
W-3381	Human
W-3387	Human
W-3399	Human
W-3403	Human
W-3413	Human
W-3415	AI
W-3419	Human
W-3420	Human
W-3430	Human
W-3431	Human
W-3432	Human
W-3440	Human
W-3449	Human
W-3460	Human
W-3463	Human
W-3473	Human
W-3488	Human
W-3490	Human
W-3505	Human
W-3507	Human
W-3524	Human
W-3525	Human
W-3526	Human
W-3535	Human
W-3549	Human
W-3558	Human
W-3565	Human
W-3573	Human
W-3605	Human
W-3613	Human
W-3618	Human
W-3619	Human
W-3627	Human
W-3628	Human
W-3630	Human
W-3651	Human
W-3659	Human
W-3662	Human
W-3672	Human
W-3677	Human
W-3686	Human
W-3699	Human
W-3716	Human
W-3724	Human
W-3737	Human
W-3752	Human
W-3755	Human
W-3761	Human
W-3778	AI
W-3788	Human
W-3791	Human
W-3808	Human
W-3809	Human
W-3847	Human
W-3861	Human
W-3864	Human
W-3865	Human
W-3867	Human
W-3884	Human
W-3891	Human
W-3898	Human
W-3907	Human
W-3915	Human
W-3920	Human
W-3940	Human
W-3942	Human
W-3943	Human
W-3950	Human
W-3953	Human
W-3954	Human
W-3956	Human
W-3957	Human
W-3975	Human
W-3984	Human
W-3995	Human
W-4003	Human
W-4028	Human
W-4040	Human
W-4041	Human
W-4051	Human
W-4053	Human
W-4056	Human
W-4057	Human
W-4059	Human
W-4060	Human
W-4065	AI
W-4080	Human
W-4082	Human
W-4092	Human
W-4109	Human
W-4111	Human
W-4114	Human
W-4116	Human
W-4133	Human
W-4154	Human
W-4158	Human
W-4168	Human
W-4180	Human
W-4201	Human
W-4204	Human
W-4210	Human
W-4222	Human
W-4243	Human
W-4245	Human
W-4246	Human
W-4247	Human
W-4256	Human
W-4275	Human
W-4285	Human
W-4296	Human
W-4313	Human
W-4315	Human
W-4316	Human
W-4319	Human
W-4328	Human
W-4334	Human
W-4338	Human
W-4345	Human
W-4354	Human
W-4374	Human
W-4376	Human
W-4387	Human
W-4388	Human
W-4423	AI
W-4430	Human
W-4433	Human
W-4445	Human
W-4459	Human
W-4460	Human
W-4469	Human
W-4492	Human
W-4493	Human
W-4506	Human
W-4517	Human
W-4520	Human
W-4521	Human
W-4531	Human
W-4532	Human
W-4560	Human
W-4593	Human
W-4601	AI
W-4624	Human
W-4640	Human
W-4665	Human
W-4683	Human
W-4686	Human
W-4690	Human
W-4693	Human
W-4702	Human
W-4707	AI
W-4712	Human
W-4714	Human
W-4718	Human
W-4728	Human
W-4729	Human
W-4746	Human
W-4750	Human
W-4769	Human
W-4771	Human
W-4772	Human
W-4784	Human
W-4788	Human
W-4792	AI
W-4818	Human
W-4842	Human
W-4844	Human
W-4862	Human
W-4885	Human
W-4889	Human
W-4892	Human
W-4900	Human
W-4903	Human
W-4905	Human
W-4911	AI
W-4924	Human
W-4927	Human
W-4935	Human
W-4953	Human
W-4965	Human
W-4966	Human
W-4971	Human
W-4973	Human
W-4990	Human
W-4995	Human
W-4998	Human
W-5009	Human
W-5013	Human
W-5015	Human
W-5017	Human
W-5020	Human
W-5025	Human
W-5028	Human
W-5052	Human
W-5055	Human
W-5057	Human
W-5071	Human
W-5078	Human
W-5097	Human
W-5103	Human
W-5107	Human
W-5130	Human
W-5140	Human
W-5145	Human
W-5155	Human
W-5159	Human
W-5169	Human
W-5180	Human
W-5193	Human
W-5197	Human
W-5203	Human
W-5206	Human
W-5223	Human
W-5232	Human
W-5234	Human
W-5241	Human
W-5261	Human
W-5264	Human
W-5266	Human
W-5273	Human
W-5274	Human
W-5292	Human
W-5293	Human
W-5313	Human
W-5317	Human
W-5320	Human
W-5321	Human
W-5325	Human
W-5331	Human
W-5368	Human
W-5370	Human
W-5381	Human
W-5389	Human
W-5401	Human
W-5414	Human
W-5421	Human
W-5426	Human
W-5434	Human
W-5441	Human
W-5443	Human
W-5451	Human
W-5454	Human
W-5467	Human
W-5481	Human
W-5483	Human
W-5491	Human
W-5512	Human
W-5523	Human
W-5536	Human
W-5540	Human
