ID	Label
D1-3112	Human
D1-3117	AI
D1-3118	Human
D1-3119	AI
D1-3122	Human
D1-3125	Human
D1-3126	Human
D1-3127	AI
D1-3128	AI
D1-3134	AI
D1-3143	AI
D1-3144	AI
D1-3147	AI
D1-3151	Human
D1-3154	AI
D1-3158	AI
D1-3167	AI
D1-3168	Human
D1-3169	Human
D1-3172	AI
D1-3182	Human
D1-3184	AI
D1-3186	Human
D1-3187	AI
D1-3189	Human
D1-3195	AI
D1-3196	Human
D1-3197	AI
D1-3198	AI
D1-3204	AI
D1-3206	Human
D1-3210	Human
D1-3218	Human
D1-3230	Human
D1-3232	Human
D1-3238	AI
D1-3259	AI
D1-3271	Human
D1-3272	Human
D1-3282	AI
D1-3285	AI
D1-3286	Human
D1-3289	Human
D1-3290	Human
D1-3299	AI
D1-3301	Human
D1-3308	AI
D1-3309	AI
D1-3311	AI
D1-3312	AI
D1-3321	AI
D1-3326	AI
D1-3328	AI
D1-3356	AI
D1-3367	AI
D1-3384	Human
D1-3385	Human
D1-3395	AI
D1-3396	Human
D1-3397	Human
D1-3400	AI
D1-3402	AI
D1-3406	AI
D1-3407	Human
D1-3410	AI
D1-3421	AI
D1-3430	Human
D1-3431	AI
D1-3441	AI
D1-3457	AI
D1-3461	AI
D1-3466	AI
D1-3467	Human
D1-3469	AI
D1-3471	Human
D1-3481	Human
D1-3482	AI
D1-3491	Human
D1-3492	AI
D1-3503	Human
D1-3506	AI
D1-3509	Human
D1-3510	AI
D1-3511	Human
D1-3514	Human
D1-3519	Human
D1-3520	Human
D1-3523	AI
D1-3526	AI
D1-3531	Human
D1-3532	AI
D1-3536	Human
D1-3537	Human
D1-3541	Human
D1-3543	AI
D1-3545	AI
D1-3546	AI
D1-3550	AI
D1-3551	AI
D1-3552	AI
D1-3563	Human
D1-3564	Human
D1-3568	AI
D1-3571	Human
D1-3582	Human
D1-3586	Human
D1-3587	Human
D1-3588	AI
D1-3590	AI
D1-3593	AI
D1-3594	AI
D1-3600	AI
D1-3606	AI
D1-3611	Human
D1-3612	Human
D1-3617	Human
D1-3620	Human
D1-3621	Human
D1-3637	AI
D1-3641	AI
D1-3643	AI
D1-3647	AI
D1-3655	AI
D1-3658	Human
D1-3666	AI
D1-3671	Human
D1-3673	AI
D1-3674	AI
D1-3680	AI
D1-3683	Human
D1-3686	AI
D1-3703	AI
D1-3705	AI
D1-3712	Human
D1-3720	AI
D1-3722	AI
D1-3727	AI
D1-3729	AI
D1-3733	AI
D1-3735	Human
D1-3738	Human
D1-3739	AI
D1-3742	Human
D1-3743	AI
D1-3753	AI
D1-3755	AI
D1-3759	AI
D1-3762	Human
D1-3763	AI
D1-3776	Human
D1-3783	AI
D1-3794	Human
D1-3796	AI
D1-3800	Human
D1-3802	AI
D1-3807	AI
D1-3810	Human
D1-3812	Human
D1-3813	AI
D1-3815	AI
D1-3817	AI
D1-3820	Human
D1-3827	AI
D1-3828	AI
D1-3829	AI
D1-3833	AI
D1-3835	AI
D1-3836	Human
D1-3838	Human
D1-3841	Human
D1-3849	Human
D1-3852	AI
D1-3854	AI
D1-3869	AI
D1-3875	AI
D1-3879	Human
D1-3881	AI
D1-3882	Human
D1-3899	Human
D1-3901	Human
D1-3902	AI
D1-3908	AI
D1-3915	AI
D1-3921	Human
D1-3931	AI
D1-3936	AI
D1-3938	Human
D1-3940	Human
D1-3941	Human
D1-3943	AI
D1-3946	AI
D1-3950	AI
D1-3951	AI
D1-3953	Human
D1-3956	AI
D1-3958	AI
D1-3981	AI
D1-3988	Human
D1-3994	AI
D1-3995	AI
D1-4019	AI
D1-4026	AI
D1-4034	AI
D1-4036	Human
D1-4047	AI
